State,County,Year,Poverty_Rate,Median_Household_Income,Total_Population,Pct_Employed_Management,Pct_Employed_Service,Pct_Employed_Sales,Pct_Employed_Construction,Pct_Employed_Production,Center_Care_Medium_Price_Infant,Family_Care_Medium_Price_Infant,Family_Care_to_Center_Care_Discount%,Center_Care_Price_Quartile,Family_Care_Price_Quartile
North Dakota,Divide County,2013,8.4,55057,2155,41.0,20.0,14.4,17.7,6.9,116.53,85.81,0.2636,Q2,Q1 (Low Cost)
Virginia,Stafford County,2010,4.0,93065,124587,44.4,14.5,24.2,10.0,6.9,190.0,165.0,0.1316,Q4 (High Cost),Q4 (High Cost)
Wisconsin,Vilas County,2020,10.5,50039,21923,31.2,23.6,22.0,12.3,10.9,186.0,139.0,0.2527,Q4 (High Cost),Q3
Alabama,Cullman County,2017,16.4,40997,81703,29.3,14.6,23.4,14.0,18.7,135.29,116.33,0.1401,Q2,Q3
Illinois,Effingham County,2017,11.3,54655,34164,30.7,16.4,23.0,11.4,18.6,167.65,125.0,0.2544,Q3,Q3
Kentucky,Graves County,2019,19.6,44043,37248,31.0,16.6,20.6,11.3,20.6,119.53,104.73,0.1238,Q2,Q2
Maryland,Worcester County,2017,10.3,59458,51559,35.5,22.3,25.7,9.2,7.4,142.39,119.91,0.1579,Q3,Q3
Ohio,Madison County,2009,9.5,53041,41629,26.1,19.1,25.4,10.6,18.8,150.56,147.34,0.0214,Q3,Q4 (High Cost)
Oklahoma,Kiowa County,2022,23.2,42679,8446,31.5,15.6,25.8,18.7,8.3,189.67,137.73,0.2738,Q4 (High Cost),Q3
Virginia,Augusta County,2010,9.1,50612,73201,29.4,13.9,25.3,11.8,19.6,140.0,125.0,0.1071,Q2,Q3
Arkansas,Hot Spring County,2020,15.3,46390,33667,30.5,19.0,21.8,12.0,16.6,101.25,91.25,0.0988,Q1 (Low Cost),Q1 (Low Cost)
South Carolina,Calhoun County,2014,18.7,41727,15031,26.4,14.9,23.5,13.3,21.9,92.5,82.5,0.1081,Q1 (Low Cost),Q1 (Low Cost)
Tennessee,Grainger County,2022,17.6,47098,23648,28.4,15.2,16.9,13.4,26.1,130.99,90.83,0.3066,Q2,Q1 (Low Cost)
Virginia,Fredericksburg City,2014,19.2,49454,26632,41.9,20.4,25.3,5.7,6.8,200.0,156.67,0.2167,Q4 (High Cost),Q4 (High Cost)
Tennessee,Rutherford County,2009,12.0,53063,240181,31.9,14.3,27.5,10.4,15.9,135.0,110.0,0.1852,Q2,Q2
Tennessee,Van Buren County,2021,17.3,44444,6083,27.4,21.3,14.2,12.2,24.9,130.0,92.5,0.2885,Q2,Q1 (Low Cost)
North Carolina,Stanly County,2018,14.3,49590,61114,28.9,19.9,18.5,13.4,19.4,169.99,142.15,0.1638,Q3,Q4 (High Cost)
Texas,Houston County,2022,17.6,51043,22107,31.7,23.2,19.8,9.4,16.0,129.0,117.0,0.093,Q2,Q3
Connecticut,Windham County,2008,10.4,58169,116817,28.2,19.5,23.7,12.1,16.5,222.5,172.5,0.2247,Q4 (High Cost),Q4 (High Cost)
Georgia,Newton County,2015,17.1,49179,102645,29.9,18.3,24.6,10.8,16.5,122.0,96.0,0.2131,Q2,Q2
Minnesota,Roseau County,2012,10.4,50620,15665,24.8,12.9,19.2,7.7,35.4,170.0,110.0,0.3529,Q3,Q2
Wisconsin,Dodge County,2013,9.0,53075,88598,27.0,16.4,21.2,12.0,23.4,182.48,135.0,0.2602,Q4 (High Cost),Q3
California,Mono County,2015,4.9,56944,14146,42.1,25.1,18.8,8.4,5.5,328.59,221.3,0.3265,Q4 (High Cost),Q4 (High Cost)
North Carolina,Randolph County,2018,15.8,45006,142958,27.1,15.4,21.5,11.1,25.0,166.99,129.99,0.2216,Q3,Q3
Oregon,Multnomah County,2008,15.0,50091,699482,39.4,16.7,24.2,7.6,12.1,198.46,122.77,0.3814,Q4 (High Cost),Q3
Nebraska,Merrick County,2017,10.0,53536,7829,29.3,17.2,20.8,14.0,18.7,133.2,110.0,0.1742,Q2,Q2
Idaho,Washington County,2022,18.1,50046,10612,30.6,18.9,17.9,12.9,19.7,126.96,109.23,0.1397,Q2,Q2
Kentucky,Webster County,2019,23.0,42119,13068,24.7,14.7,15.6,15.4,29.6,122.83,103.25,0.1594,Q2,Q2
South Carolina,Williamsburg County,2021,22.4,40124,31279,26.3,18.8,21.8,12.3,20.8,116.77,125.1,-0.0713,Q2,Q3
Illinois,Piatt County,2010,7.6,55752,16708,35.4,16.3,18.9,11.3,18.1,147.85,100.0,0.3236,Q3,Q2
Wisconsin,Eau Claire County,2019,13.8,59476,103514,36.4,17.9,22.7,6.5,16.5,239.75,178.75,0.2544,Q4 (High Cost),Q4 (High Cost)
Michigan,Midland County,2014,13.2,52613,83620,39.7,16.5,23.1,8.8,11.9,170.66,117.75,0.31,Q3,Q3
Wyoming,Hot Springs County,2016,11.2,46087,4781,41.4,18.6,17.4,14.8,7.9,129.27,110.68,0.1438,Q2,Q2
Illinois,Jefferson County,2018,18.4,47617,38169,29.0,17.9,21.2,8.9,22.9,167.65,125.0,0.2544,Q3,Q3
Maryland,Wicomico County,2019,15.4,56956,102539,33.0,23.1,22.3,9.1,12.4,189.25,137.42,0.2739,Q4 (High Cost),Q3
Ohio,Paulding County,2017,10.7,49866,18951,25.5,17.1,17.0,10.7,29.7,144.82,135.54,0.0641,Q3,Q3
Texas,Coryell County,2021,10.8,58414,81692,33.5,19.4,22.0,10.6,14.5,141.0,125.0,0.1135,Q3,Q3
Wisconsin,Clark County,2017,13.2,49131,34513,27.9,14.5,17.3,15.1,25.2,161.0,125.0,0.2236,Q3,Q3
Kentucky,Monroe County,2021,24.3,39334,11269,32.0,10.1,21.5,13.8,22.6,135.67,116.49,0.1414,Q2,Q3
Wisconsin,Manitowoc County,2010,8.9,49354,81678,26.0,16.8,20.4,10.6,26.2,173.0,123.75,0.2847,Q3,Q3
West Virginia,Monongalia County,2021,19.3,56466,105695,49.8,17.9,18.6,6.8,6.9,158.88,144.05,0.0933,Q3,Q4 (High Cost)
Alabama,Marengo County,2020,21.6,33029,19138,30.7,19.0,17.3,13.3,19.5,123.57,96.42,0.2197,Q2,Q2
Alabama,Marengo County,2021,22.3,35379,19397,32.5,18.2,17.2,12.2,19.9,130.0,100.0,0.2308,Q2,Q2
Texas,Kimble County,2022,12.4,62386,4316,32.8,17.7,23.0,18.8,7.7,113.0,102.0,0.0973,Q1 (Low Cost),Q2
Iowa,Howard County,2016,11.6,49199,9430,31.1,15.6,15.8,13.3,24.2,135.53,88.42,0.3476,Q2,Q1 (Low Cost)
Texas,Orange County,2011,13.6,48833,82184,26.2,15.7,22.7,17.7,17.6,100.9,90.65,0.1016,Q1 (Low Cost),Q1 (Low Cost)
Wisconsin,Taylor County,2016,12.4,47306,20521,27.2,11.6,18.0,13.7,29.6,185.0,125.0,0.3243,Q4 (High Cost),Q3
Florida,Palm Beach County,2014,14.6,52878,1359074,35.4,22.1,26.4,9.0,7.2,200.8,157.14,0.2174,Q4 (High Cost),Q4 (High Cost)
Kansas,Kiowa County,2018,8.3,51336,2526,39.9,16.5,18.0,14.2,11.5,106.8,93.6,0.1236,Q1 (Low Cost),Q1 (Low Cost)
West Virginia,Cabell County,2021,21.2,43779,94622,37.2,21.7,24.2,6.1,10.8,156.15,141.21,0.0957,Q3,Q4 (High Cost)
Wisconsin,Manitowoc County,2013,9.7,48881,81098,25.4,17.5,20.9,10.1,26.1,175.0,128.25,0.2671,Q3,Q3
Michigan,Berrien County,2018,16.5,49135,154807,34.6,18.2,20.8,9.2,17.2,174.06,119.18,0.3153,Q3,Q3
North Carolina,New Hanover County,2017,18.0,51457,219866,39.7,19.4,25.1,8.0,7.8,199.7,159.34,0.2021,Q4 (High Cost),Q4 (High Cost)
Iowa,Buena Vista County,2018,13.0,54556,20260,27.1,15.4,16.0,9.1,32.4,151.59,100.1,0.3397,Q3,Q2
Kentucky,Green County,2022,21.3,38595,11198,24.2,18.6,22.9,12.3,22.0,96.18,112.85,-0.1733,Q1 (Low Cost),Q2
Virginia,Rockbridge County,2018,13.8,54805,22509,33.8,17.3,19.9,13.2,15.8,165.0,125.0,0.2424,Q3,Q3
Georgia,Liberty County,2019,15.9,48007,61349,28.1,21.6,20.1,11.2,19.0,134.0,115.0,0.1418,Q2,Q3
Kansas,Wyandotte County,2019,19.2,46881,164861,24.7,20.5,20.1,12.4,22.3,154.13,112.67,0.269,Q3,Q2
Texas,Fayette County,2015,12.4,47808,24849,22.7,17.2,25.9,17.1,17.1,163.65,138.25,0.1552,Q3,Q3
Oklahoma,Murray County,2015,15.1,47077,13733,28.2,24.0,22.9,11.3,13.6,146.62,106.26,0.2753,Q3,Q2
Florida,Bay County,2018,14.7,51829,182482,32.2,21.6,23.6,10.5,12.1,175.0,145.83,0.1667,Q3,Q4 (High Cost)
Kansas,Jefferson County,2008,6.9,55364,18385,30.6,15.9,24.3,15.4,13.9,92.4,75.6,0.1818,Q1 (Low Cost),Q1 (Low Cost)
Nebraska,Scotts Bluff County,2018,13.4,50157,36255,30.8,17.4,23.7,12.5,15.7,129.1,135.0,-0.0457,Q2,Q3
Tennessee,Dickson County,2017,14.5,47398,51341,28.9,16.1,24.6,13.1,17.4,125.0,95.0,0.24,Q2,Q1 (Low Cost)
Tennessee,Polk County,2019,15.0,43306,16814,27.9,16.8,15.1,18.3,21.9,128.01,95.83,0.2514,Q2,Q2
Kansas,Hamilton County,2015,14.3,45114,2586,29.4,15.1,18.4,27.0,10.1,102.8,84.6,0.177,Q1 (Low Cost),Q1 (Low Cost)
North Carolina,Pender County,2019,14.1,57240,60399,33.0,19.7,20.9,13.3,13.1,181.76,151.97,0.1639,Q4 (High Cost),Q4 (High Cost)
New York,Yates County,2020,13.5,55307,24981,32.8,21.3,16.8,13.3,15.7,219.0,163.33,0.2542,Q4 (High Cost),Q4 (High Cost)
Pennsylvania,Clearfield County,2019,14.6,49015,79908,27.3,18.9,18.7,12.5,22.6,152.5,119.38,0.2172,Q3,Q3
Kentucky,Bullitt County,2010,9.5,51526,72515,24.9,13.2,28.8,13.2,19.8,124.3,104.96,0.1556,Q2,Q2
Florida,Sarasota County,2017,10.5,55236,404839,34.2,21.8,26.7,9.6,7.7,191.86,165.0,0.14,Q4 (High Cost),Q4 (High Cost)
Oklahoma,Alfalfa County,2020,11.2,64122,5791,35.6,15.0,19.6,17.9,11.9,182.98,133.91,0.2682,Q4 (High Cost),Q3
Kentucky,Jackson County,2017,33.0,32055,13369,24.5,7.0,23.5,13.9,31.1,110.0,100.0,0.0909,Q1 (Low Cost),Q2
Tennessee,Overton County,2020,19.2,36478,22171,27.4,15.3,19.9,15.4,21.9,129.01,94.17,0.2701,Q2,Q1 (Low Cost)
Kentucky,Todd County,2018,18.0,41865,12350,30.8,12.8,16.3,14.9,25.2,113.55,95.9,0.1554,Q2,Q2
Kansas,Cloud County,2020,11.2,48295,8831,37.5,15.3,18.6,12.9,15.7,101.2,96.0,0.0514,Q1 (Low Cost),Q2
Kentucky,Mason County,2020,17.2,46241,17122,31.6,16.8,18.4,10.0,23.2,108.45,85.68,0.21,Q1 (Low Cost),Q1 (Low Cost)
Arizona,Gila County,2020,20.0,46907,53846,33.1,24.3,20.3,13.0,9.3,191.88,172.5,0.101,Q4 (High Cost),Q4 (High Cost)
Texas,Franklin County,2018,8.5,52944,10679,31.5,15.1,23.4,12.4,17.6,120.5,106.75,0.1141,Q2,Q2
Alabama,Jefferson County,2012,17.0,45415,658464,37.0,16.4,27.7,7.8,11.2,124.75,104.61,0.1614,Q2,Q2
North Carolina,Moore County,2014,16.3,50393,90579,38.8,20.6,21.9,9.7,9.1,189.42,131.83,0.304,Q4 (High Cost),Q3
Oregon,Jackson County,2019,15.5,53412,216574,34.4,20.4,22.4,10.0,12.8,192.98,136.54,0.2925,Q4 (High Cost),Q3
Texas,Hopkins County,2018,16.9,51877,36240,28.3,16.9,21.3,12.7,21.0,120.5,106.75,0.1141,Q2,Q2
Florida,Hillsborough County,2010,14.2,49536,1200236,35.6,16.7,29.4,9.4,8.9,169.51,132.06,0.2209,Q3,Q3
Montana,Carbon County,2018,10.1,57538,10546,39.8,19.5,18.2,15.2,7.4,188.13,143.94,0.2349,Q4 (High Cost),Q4 (High Cost)
North Dakota,Grant County,2016,13.6,45978,2369,47.6,15.1,12.9,11.1,13.3,122.38,87.88,0.2819,Q2,Q1 (Low Cost)
Pennsylvania,Allegheny County,2008,12.3,47851,1218970,40.4,16.9,27.2,6.7,8.8,186.0,150.0,0.1935,Q4 (High Cost),Q4 (High Cost)
Texas,Motley County,2021,7.2,59286,1269,35.7,15.7,9.1,29.0,10.4,152.0,136.0,0.1053,Q3,Q3
Texas,Wheeler County,2019,18.3,49315,5338,24.8,20.6,26.2,18.0,10.4,148.7,129.73,0.1276,Q3,Q3
Georgia,Sumter County,2020,24.3,37174,29714,33.4,15.1,21.2,11.6,18.6,104.0,97.0,0.0673,Q1 (Low Cost),Q2
Virginia,Alleghany County,2012,10.5,46133,16297,29.5,20.6,18.2,12.7,19.1,120.0,90.0,0.25,Q2,Q1 (Low Cost)
California,Nevada County,2011,10.3,58077,98392,37.9,18.4,26.4,11.4,5.9,294.65,183.1,0.3786,Q4 (High Cost),Q4 (High Cost)
Kansas,Smith County,2020,9.9,42098,3594,34.9,14.3,22.8,15.3,12.6,101.2,96.0,0.0514,Q1 (Low Cost),Q2
Ohio,Holmes County,2019,10.0,63753,43901,21.9,13.9,17.0,15.3,31.8,181.66,155.74,0.1427,Q4 (High Cost),Q4 (High Cost)
South Carolina,Aiken County,2017,16.7,47713,165707,34.0,16.9,22.9,10.7,15.5,150.0,115.0,0.2333,Q3,Q3
Tennessee,Lincoln County,2017,16.9,42153,33543,26.5,13.2,22.5,11.8,26.1,125.0,95.0,0.24,Q2,Q1 (Low Cost)
West Virginia,Mason County,2017,19.3,38977,27000,23.5,21.6,19.3,12.5,23.2,116.1,92.46,0.2036,Q2,Q1 (Low Cost)
North Carolina,Hertford County,2022,20.3,46196,21633,29.5,18.6,17.7,10.5,23.6,154.86,121.67,0.2143,Q3,Q3
Alabama,Jefferson County,2008,14.0,46063,659240,35.2,14.9,29.4,8.7,11.8,118.0,105.3,0.1076,Q2,Q2
California,Nevada County,2009,8.1,58186,97063,37.5,17.1,26.1,12.3,7.1,263.06,167.22,0.3643,Q4 (High Cost),Q4 (High Cost)
Louisiana,Ouachita Parish,2018,23.9,41314,156075,33.9,19.0,25.1,8.8,13.3,133.33,113.33,0.15,Q2,Q2
Nebraska,Deuel County,2020,8.2,48958,1770,38.5,21.3,13.9,12.0,14.3,145.75,142.5,0.0223,Q3,Q4 (High Cost)
Nevada,Lyon County,2013,15.0,46137,51648,28.0,19.4,23.4,11.7,17.6,140.0,132.5,0.0536,Q2,Q3
Minnesota,Lac qui Parle County,2017,9.3,50195,6840,37.3,17.2,19.2,12.2,14.0,168.0,128.5,0.2351,Q3,Q3
Pennsylvania,Pike County,2014,9.8,58906,56883,30.2,20.3,25.6,13.3,10.7,180.0,140.0,0.2222,Q4 (High Cost),Q3
Tennessee,Davidson County,2008,15.8,46780,620204,36.8,16.3,27.9,7.6,11.4,135.0,101.0,0.2519,Q2,Q2
Arkansas,Grant County,2014,11.2,46074,18014,29.2,17.0,20.4,13.4,20.0,121.25,97.5,0.1959,Q2,Q2
Pennsylvania,Adams County,2015,8.9,60356,101767,29.1,17.1,22.6,10.9,20.4,173.0,133.75,0.2269,Q3,Q3
Pennsylvania,Jefferson County,2017,14.2,45342,44258,26.3,17.3,19.7,13.8,22.9,150.0,132.5,0.1167,Q3,Q3
South Carolina,Darlington County,2021,20.3,40704,63433,32.8,16.6,21.7,7.5,21.5,111.83,124.22,-0.1108,Q1 (Low Cost),Q3
Wisconsin,Buffalo County,2014,12.2,48585,13374,31.5,14.2,19.7,13.8,20.8,93.66,123.75,-0.3213,Q1 (Low Cost),Q3
California,Sierra County,2008,7.4,51759,3275,39.6,21.1,16.0,13.8,9.4,221.22,134.0,0.3943,Q4 (High Cost),Q3
Texas,Knox County,2017,14.7,46319,3753,32.7,13.5,15.8,25.2,12.9,116.8,102.9,0.119,Q2,Q2
Illinois,Carroll County,2017,11.3,50555,14704,31.0,16.3,19.6,9.9,23.2,167.65,125.0,0.2544,Q3,Q3
Kansas,Rawlins County,2017,8.7,50893,2520,41.9,13.2,20.7,15.0,9.4,109.6,92.4,0.1569,Q1 (Low Cost),Q1 (Low Cost)
South Dakota,Grant County,2016,7.8,54180,7195,26.7,17.2,25.9,16.6,13.7,95.94,81.4,0.1516,Q1 (Low Cost),Q1 (Low Cost)
Arkansas,Washington County,2018,16.8,49629,228529,37.8,16.2,21.1,9.8,15.1,136.25,107.5,0.211,Q2,Q2
Illinois,Madison County,2008,12.2,51459,267038,33.4,16.8,26.4,9.1,14.3,191.0,120.0,0.3717,Q4 (High Cost),Q3
Illinois,Peoria County,2013,17.2,50712,187117,38.3,17.9,24.9,6.8,12.2,228.73,136.88,0.4016,Q4 (High Cost),Q3
Montana,Sanders County,2022,16.3,47110,12615,34.0,16.3,19.8,13.2,16.8,213.73,168.19,0.2131,Q4 (High Cost),Q4 (High Cost)
Virginia,Montgomery County,2022,24.9,65270,99373,50.5,17.1,17.3,6.0,9.1,185.63,125.76,0.3225,Q4 (High Cost),Q3
Georgia,Coffee County,2021,22.2,44450,43048,27.8,15.6,19.3,15.5,21.7,106.25,100.0,0.0588,Q1 (Low Cost),Q2
Virginia,Franklin County,2017,14.8,51208,56277,32.8,15.3,24.1,11.5,16.2,138.33,136.67,0.012,Q2,Q3
Idaho,Benewah County,2019,17.3,47556,9138,23.4,23.2,18.0,14.7,20.7,129.06,111.92,0.1328,Q2,Q2
Illinois,Piatt County,2009,7.3,55603,16499,33.7,17.1,19.5,12.4,17.3,141.75,97.5,0.3122,Q3,Q2
Kansas,Kiowa County,2021,5.0,61406,2457,34.8,20.1,21.0,13.5,10.6,98.4,97.2,0.0122,Q1 (Low Cost),Q2
Nebraska,Rock County,2018,7.4,52604,1350,38.6,17.4,20.1,16.6,7.3,129.1,135.0,-0.0457,Q2,Q3
Texas,Walker County,2022,19.5,47193,77182,26.1,28.6,18.6,10.4,16.3,185.0,164.0,0.1135,Q4 (High Cost),Q4 (High Cost)
Kentucky,Johnson County,2016,26.2,35060,23280,33.1,20.0,23.6,12.9,10.4,113.5,98.75,0.13,Q2,Q2
Minnesota,Red Lake County,2015,10.7,50332,4061,29.0,13.6,26.2,13.9,17.4,145.5,110.0,0.244,Q3,Q2
Montana,Teton County,2020,13.3,56649,6127,38.2,17.1,17.8,16.1,10.8,206.04,160.26,0.2222,Q4 (High Cost),Q4 (High Cost)
Nebraska,Lancaster County,2017,14.0,55747,306357,40.0,17.1,23.9,7.7,11.3,182.0,133.2,0.2681,Q4 (High Cost),Q3
Illinois,Jo Daviess County,2017,7.6,55532,22046,28.0,18.8,24.0,10.7,18.6,167.65,125.0,0.2544,Q3,Q3
Maryland,Dorchester County,2016,17.0,47907,32451,32.0,21.3,22.4,10.1,14.2,175.06,124.94,0.2863,Q3,Q3
Michigan,Charlevoix County,2019,10.1,55760,26188,31.9,20.0,20.2,11.3,16.6,158.4,127.8,0.1932,Q3,Q3
Oregon,Union County,2020,13.9,53940,26502,31.3,24.2,19.1,11.0,14.5,196.15,138.46,0.2941,Q4 (High Cost),Q3
Georgia,Troup County,2020,19.6,46796,70095,27.8,15.9,21.1,7.8,27.4,137.0,120.0,0.1241,Q2,Q3
Alabama,Greene County,2022,32.9,32796,7706,28.4,14.7,13.8,16.9,26.3,135.57,103.46,0.2369,Q2,Q2
North Dakota,LaMoure County,2014,8.9,54393,4127,37.9,14.3,19.0,14.8,14.0,129.49,94.14,0.273,Q2,Q1 (Low Cost)
Wisconsin,Manitowoc County,2012,9.1,50091,81266,25.4,17.8,20.7,10.6,25.5,180.0,128.25,0.2875,Q4 (High Cost),Q3
Pennsylvania,Bradford County,2015,13.6,48987,62228,28.3,16.1,21.0,12.4,22.2,156.0,130.0,0.1667,Q3,Q3
Pennsylvania,Monroe County,2016,12.2,58980,167126,33.0,21.5,23.7,8.7,13.1,190.0,150.0,0.2105,Q4 (High Cost),Q4 (High Cost)
Michigan,Barry County,2011,10.1,52061,59422,26.3,16.5,22.7,13.8,20.7,134.09,100.57,0.25,Q2,Q2
Minnesota,Steele County,2009,6.1,55810,36273,27.7,14.3,24.9,9.1,23.9,165.0,120.0,0.2727,Q3,Q3
Ohio,Fulton County,2014,12.0,52872,42541,28.4,15.1,22.4,11.3,22.7,128.88,172.33,-0.3371,Q2,Q4 (High Cost)
Georgia,Wilkinson County,2022,21.8,40757,8852,22.4,20.0,20.1,13.3,24.3,108.5,103.0,0.0507,Q1 (Low Cost),Q2
West Virginia,Taylor County,2016,16.6,44371,16949,32.7,18.9,20.5,13.4,14.5,127.57,96.35,0.2447,Q2,Q2
Idaho,Owyhee County,2021,15.2,54669,11815,25.0,15.2,16.4,25.2,18.2,121.15,105.0,0.1333,Q2,Q2
Texas,Grimes County,2019,17.0,52913,27984,27.1,16.7,20.9,16.3,19.1,162.8,141.65,0.1299,Q3,Q4 (High Cost)
Illinois,Mason County,2020,15.5,50883,13486,28.9,20.5,19.9,11.9,18.8,167.65,158.33,0.0556,Q3,Q4 (High Cost)
Kansas,Clay County,2018,7.7,56186,8142,32.4,14.6,23.9,16.3,12.9,106.8,93.6,0.1236,Q1 (Low Cost),Q1 (Low Cost)
Kentucky,Hardin County,2017,14.2,51923,107699,32.6,17.7,25.3,8.0,16.4,125.0,100.0,0.2,Q2,Q2
Arkansas,Grant County,2015,12.0,46171,18054,29.1,16.3,21.1,12.7,20.9,125.0,100.0,0.2,Q2,Q2
Virginia,Nelson County,2012,11.5,48888,15000,31.6,21.4,21.5,11.5,14.0,140.0,110.0,0.2143,Q2,Q2
Tennessee,Lewis County,2022,18.9,44613,12637,27.3,14.7,21.7,11.3,25.1,130.99,90.83,0.3066,Q2,Q1 (Low Cost)
West Virginia,Jackson County,2012,17.8,41087,29206,32.9,15.8,23.3,13.5,14.5,129.31,92.36,0.2857,Q2,Q1 (Low Cost)
Michigan,Delta County,2019,12.9,47434,36026,28.4,17.0,21.4,12.2,21.0,141.78,119.53,0.1569,Q3,Q3
Georgia,Cook County,2020,21.0,40943,17217,27.1,14.9,24.3,12.1,21.6,104.0,97.0,0.0673,Q1 (Low Cost),Q2
Louisiana,Iberville Parish,2017,19.3,47128,33122,26.9,22.1,25.2,11.9,13.9,147.5,116.95,0.2071,Q3,Q3
Illinois,Kankakee County,2014,15.9,51000,112682,29.2,19.2,23.6,10.1,18.0,232.45,143.75,0.3816,Q4 (High Cost),Q4 (High Cost)
Michigan,Jackson County,2017,15.2,49715,158989,30.5,18.6,24.4,8.4,18.1,164.52,112.12,0.3185,Q3,Q2
Georgia,Worth County,2019,19.0,45398,20494,25.7,17.1,19.8,14.2,23.2,101.75,94.0,0.0762,Q1 (Low Cost),Q1 (Low Cost)
Iowa,Ida County,2016,11.0,49957,7041,33.4,15.8,19.7,12.2,19.0,126.68,80.43,0.3651,Q2,Q1 (Low Cost)
Michigan,Missaukee County,2020,12.9,47370,15075,26.9,16.5,17.2,18.7,20.6,133.2,133.2,0.0,Q2,Q3
Mississippi,Carroll County,2017,14.0,43068,10221,33.9,12.4,20.3,14.7,18.6,75.47,47.99,0.3641,Q1 (Low Cost),Q1 (Low Cost)
North Carolina,Rowan County,2018,16.5,48667,139605,28.7,17.8,19.8,12.5,21.2,173.99,134.99,0.2242,Q3,Q3
Texas,Pecos County,2014,15.1,49421,15677,19.1,17.8,25.4,22.3,15.4,121.1,105.5,0.1288,Q2,Q2
California,Yuba County,2018,18.0,52624,75493,26.9,20.6,22.8,15.0,14.9,252.33,169.87,0.3268,Q4 (High Cost),Q4 (High Cost)
Georgia,Talbot County,2021,16.8,40719,5837,31.6,16.1,14.4,10.2,27.8,106.25,100.0,0.0588,Q1 (Low Cost),Q2
Nevada,Carson City,2008,12.7,50128,54858,30.8,17.4,27.5,11.0,13.4,140.0,150.0,-0.0714,Q2,Q4 (High Cost)
New York,Tompkins County,2020,17.5,61361,102237,54.3,16.0,17.7,5.3,6.6,269.0,190.0,0.2937,Q4 (High Cost),Q4 (High Cost)
Texas,Liberty County,2014,18.3,47722,76707,23.8,14.7,24.5,17.0,20.1,156.55,131.25,0.1616,Q3,Q3
West Virginia,Wayne County,2018,22.3,36875,40708,31.8,21.1,20.8,8.3,18.0,133.58,111.31,0.1667,Q2,Q2
Arkansas,Craighead County,2020,17.7,49730,109081,35.5,16.8,22.5,9.3,15.9,143.75,112.5,0.2174,Q3,Q2
Minnesota,Carlton County,2014,13.7,53429,35430,31.5,22.5,20.6,10.3,15.1,175.0,150.0,0.1429,Q3,Q4 (High Cost)
Oklahoma,Lincoln County,2017,14.3,47539,34759,29.1,16.2,23.4,15.4,15.9,140.71,104.64,0.2563,Q2,Q2
Wyoming,Park County,2016,8.1,61185,29083,32.7,22.2,21.2,14.8,9.1,144.99,124.28,0.1428,Q3,Q3
Florida,Jefferson County,2017,13.9,47599,14085,40.8,22.1,21.0,10.1,6.0,134.5,148.01,-0.1004,Q2,Q4 (High Cost)
New York,Broome County,2019,17.4,52226,193188,38.6,20.2,21.6,6.5,13.0,205.0,150.0,0.2683,Q4 (High Cost),Q4 (High Cost)
Oklahoma,McIntosh County,2020,22.5,39588,19677,26.0,19.9,18.5,15.3,20.3,171.49,125.46,0.2684,Q3,Q3
Texas,Gray County,2015,13.3,43288,22983,24.1,15.6,24.6,18.9,16.9,124.5,107.85,0.1337,Q2,Q2
Oklahoma,Ellis County,2017,17.2,50594,4102,33.3,12.4,22.2,16.7,15.4,147.66,109.8,0.2564,Q3,Q2
Arizona,Pinal County,2017,15.5,52628,405537,29.4,22.8,25.5,10.5,11.8,180.0,132.5,0.2639,Q4 (High Cost),Q3
Kentucky,Pendleton County,2014,14.9,46085,14642,27.1,14.7,19.2,16.1,22.9,127.13,108.17,0.1491,Q2,Q2
Mississippi,Tippah County,2018,19.7,39839,21990,24.8,11.9,22.6,8.3,32.4,85.42,51.17,0.401,Q1 (Low Cost),Q1 (Low Cost)
South Dakota,Hyde County,2015,12.2,51776,1413,37.8,18.9,15.1,18.5,9.7,94.79,77.55,0.1819,Q1 (Low Cost),Q1 (Low Cost)
Idaho,Twin Falls County,2020,13.6,53363,86198,32.9,15.6,19.3,12.7,19.5,116.98,102.92,0.1202,Q2,Q2
Louisiana,Terrebonne Parish,2012,16.8,49545,111666,25.5,14.2,25.9,16.0,18.4,120.0,100.0,0.1667,Q2,Q2
Ohio,Logan County,2015,14.5,49783,45484,27.5,13.9,18.7,10.2,29.7,156.72,142.8,0.0888,Q3,Q4 (High Cost)
Wisconsin,Lincoln County,2013,11.1,49021,28650,24.9,15.9,24.1,11.6,23.4,142.5,140.0,0.0175,Q3,Q3
Texas,Coke County,2019,12.5,45000,3303,32.3,18.0,16.0,23.1,10.6,121.13,109.35,0.0973,Q2,Q2
Alabama,Choctaw County,2019,23.3,35892,12925,26.4,15.0,21.0,16.0,21.6,118.86,93.09,0.2168,Q2,Q1 (Low Cost)
Oklahoma,Cleveland County,2014,13.3,55626,264934,38.5,17.0,26.1,9.9,8.6,193.2,138.13,0.285,Q4 (High Cost),Q3
Oklahoma,Okfuskee County,2020,26.8,40913,11987,28.9,21.3,18.3,15.8,15.7,167.4,122.46,0.2685,Q3,Q3
Kentucky,Allen County,2020,17.9,44180,21065,27.5,16.5,20.6,12.5,22.9,129.25,109.87,0.1499,Q2,Q2
Wisconsin,Green Lake County,2010,10.3,47624,19107,25.1,16.3,22.6,13.5,22.5,185.0,142.0,0.2324,Q4 (High Cost),Q4 (High Cost)
